id,genre,track_name,artist_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,sqenergy
4Pl8ViAolRF4rK8QBMhKd9,acoustic,Redemption Song,Bob Marley & The Wailers,0.585,0.666,227840,0.259,0.0,0,0.079,-10.721,1,0.04,116.082,4,0.698,0.067081
2vO1wr5wIEHqQmY4jWbuhi,acoustic,Angel,Jack Johnson,0.896,0.619,122707,0.0568,0.0967,3,0.114,-19.197,1,0.0433,176.279,4,0.357,0.0032262400000000004
6akbXZeXdrWWsG77ZD3cuD,acoustic,Believe,Justin Bieber,0.163,0.51,222560,0.847,0.0,0,0.156,-5.603,1,0.155,159.83,4,0.508,0.717409
2tKKxF5LTNcSlVtrLSlaMD,acoustic,The General,DISPATCH,0.407,0.599,245413,0.673,0.0,10,0.105,-5.964,1,0.182,93.246,4,0.66,0.4529290000000001
24M81fKyhTWBuYzczQMkOp,acoustic,One Of These Things First,Nick Drake,0.831,0.607,290733,0.378,0.399,4,0.0957,-18.354,1,0.0363,90.338,3,0.661,0.142884
1nuqzCMgj2lxZCmpdCmIGv,acoustic,A Lack of Color,Various Artists,0.805,0.635,216427,0.337,0.00256,3,0.142,-12.125,1,0.0288,135.826,4,0.357,0.11356900000000002
6GrrkiCRO3HYdgRpO4eKEL,acoustic,Swing Life Away,Rise Against,0.544,0.477,200067,0.426,0.0,6,0.0903,-6.961,1,0.043,184.866,3,0.789,0.181476
5jclmAX2XQp5G3b6K30UJl,acoustic,Clairvoyant,The Story So Far,0.859,0.387,181029,0.352,0.0,8,0.135,-6.864,1,0.027,86.168,4,0.137,0.12390399999999999
38YgZVHPWOWsKrsCXz6JyP,acoustic,Come On Get Higher,Matt Nathanson,0.241,0.672,215173,0.623,0.0,9,0.0848,-5.699,1,0.0297,92.018,4,0.617,0.388129
54JkQYApvJ6oan1kpJRKVS,acoustic,Wonderful World,Various Artists,0.052,0.485,212413,0.679,0.0,1,0.0961,-5.31,1,0.0281,79.016,4,0.596,0.4610410000000001
7jPumBvn7m7l3nolkML3cZ,acoustic,Love The Way You Lie - Part III (Original Demo),Skylar Grey,0.91,0.568,249933,0.248,0.0,10,0.0732,-11.544,1,0.0352,83.012,4,0.232,0.061503999999999996
6oVt9GBbquoFDz3VTPFe1e,acoustic,Lullaby,Loudon Wainwright III,0.541,0.566,177707,0.168,0.0349,0,0.107,-16.778,1,0.0387,115.643,4,0.282,0.028224000000000003
7uDPmBmZ2Tv3SfeqLyJ12Q,acoustic,Sure Thing - Spotify Sessions,Miguel,0.6,0.613,192187,0.47,0.0,5,0.796,-4.547,0,0.101,138.134,4,0.413,0.22089999999999999
4I2GqMe7L2ccMpUbnDzYLH,acoustic,Somebody To Love,Justin Bieber,0.00241,0.719,220920,0.839,0.0,5,0.228,-5.235,1,0.0257,129.97,4,0.636,0.7039209999999999
4nVBt6MZDDP6tRVdQTgxJg,acoustic,Story of My Life,One Direction,0.225,0.6,245493,0.663,0.0,3,0.119,-5.802,1,0.0477,121.07,4,0.286,0.43956900000000004
4fZ0mkzk0ktr4WVfjqyUv2,acoustic,Hear Me Now,Boyce Avenue,0.000744,0.48,244480,0.836,2.1e-05,1,0.18,-3.244,1,0.0305,106.075,4,0.323,0.698896
6shRGWCtBUOPFLFTTqXZIC,acoustic,Upside Down,Jack Johnson,0.238,0.787,208653,0.655,0.000171,6,0.138,-8.339,0,0.0431,102.485,4,0.65,0.42902500000000005
1HhSeS3KfEdZcPaaZ0Gn1e,acoustic,"Read All About It, Pt. III - Live From The Royal Albert Hall,United Kingdom/2012",Emeli Sandé,0.65,0.323,398036,0.437,0.0,2,0.98,-10.024,1,0.044,94.378,4,0.377,0.190969
7zkLpY72g6lKQbiHDqri1S,acoustic,Sunrise,Norah Jones,0.941,0.526,200627,0.299,0.097,8,0.106,-13.797,1,0.031,156.848,4,0.679,0.089401
5GASbHpWg9D5ymGu4WeBuo,acoustic,Use Somebody,Tyler Ward,0.641,0.458,164295,0.414,0.0,11,0.133,-4.887,1,0.0287,124.704,4,0.163,0.171396
2wTm4lzLG4EKQxhWHF9VGG,acoustic,Scene Four - Don't You Ever Forget About Me,Sleeping With Sirens,0.0131,0.493,204867,0.684,0.0,2,0.154,-5.694,1,0.0351,164.946,4,0.364,0.46785600000000005
7utRJ4BeYx85khzP3lKoBX,acoustic,Tears in Heaven,Eric Clapton,0.835,0.498,271760,0.242,0.536,9,0.133,-12.238,1,0.0257,153.744,4,0.312,0.058564
2dLLR6qlu5UJ5gk0dKz0h3,acoustic,Royals,Lorde,0.121,0.674,190185,0.428,0.0,7,0.132,-9.504,1,0.122,84.878,4,0.337,0.18318399999999999
2I2kwyKgiiig05zX4PCSlx,acoustic,Billie Jean - Live,The Civil Wars,0.895,0.535,248880,0.174,0.0,4,0.0999,-10.431,0,0.0712,92.997,4,0.442,0.030275999999999997
2qppEPX84bYQmgBjCeF8FO,acoustic,Love Is All,The Tallest Man On Earth,0.931,0.63,254827,0.254,0.000375,2,0.108,-11.48,1,0.0299,107.238,4,0.354,0.064516
6IQTaNmbMMO1mX3p8iwEBQ,acoustic,Angeles,Elliott Smith,0.86,0.53,176827,0.0993,0.2,4,0.153,-23.548,0,0.0549,118.139,4,0.588,0.00986049
49kjlZP49LMD1MrrcvXDET,acoustic,For the First Time,The Script,0.0339,0.388,252440,0.633,0.0,9,0.104,-4.769,1,0.0275,173.947,4,0.381,0.400689
74XzT6sJuCIw0Py539SNQR,acoustic,"A Girl, a Boy, and a Graveyard",jeremy messersmith,0.77,0.347,187547,0.136,7.47e-05,1,0.133,-13.677,0,0.0346,178.821,4,0.457,0.018496000000000002
7m2VsHmjyXZegtndWPgxOw,acoustic,Wonderwall,Ryan Adams,0.828,0.321,248280,0.22,0.00398,7,0.0873,-12.608,0,0.0352,157.04,4,0.301,0.0484
0O36Yqb2aFcThBphczYoAY,acoustic,A Drop In The Ocean,Ron Pope,0.801,0.437,276300,0.452,0.0,5,0.914,-7.443,1,0.0395,69.81,3,0.473,0.204304
341863z079BT4EFPiSw9DP,acoustic,The Call,Regina Spektor,0.934,0.58,187427,0.101,0.000302,10,0.0768,-15.661,1,0.0289,91.003,3,0.302,0.010201000000000002
39f53y1dfP5hT6LQMDDvpp,acoustic,Purple Rain,Various Artists,0.8,0.402,235053,0.309,0.00552,1,0.115,-13.987,1,0.0361,72.97,4,0.236,0.095481
60llRR1nZqjqGeUmfq700K,acoustic,Beneath Your Beautiful - Live at Spotify Amsterdam,Passenger,0.776,0.498,208907,0.0602,0.0,3,0.144,-20.814,1,0.0682,79.382,4,0.286,0.0036240399999999994
7vFv0yFGMJW3qVXbAd9BK9,acoustic,Your Body Is a Wonderland,John Mayer,0.0206,0.647,249627,0.729,0.0489,5,0.134,-6.251,1,0.0236,94.01,4,0.687,0.5314409999999999
37z3ghNvcoPvHypKWTb2Sz,acoustic,Left for America,Ciaran Lavery,0.818,0.498,170787,0.384,0.000937,4,0.13,-10.752,1,0.0976,79.856,4,0.25,0.147456
08kTO4EW0jb07zNsCNM83w,acoustic,Chariot,Gavin DeGraw,0.0437,0.281,239173,0.779,0.0,7,0.37,-5.104,1,0.0514,167.172,4,0.344,0.6068410000000001
5lxNrjf5UJhcsd8zx9AB1Y,acoustic,Home,Johnnyswim,0.23,0.646,211107,0.628,0.0,0,0.144,-7.08,1,0.0752,110.12,4,0.524,0.394384
3gqP2hxwgi6mb8FhtEe4zU,acoustic,The Wolves,Ben Howard,0.312,0.496,309347,0.531,0.00901,0,0.113,-9.889,0,0.0325,119.159,4,0.507,0.281961
45ZmUXITNXixqBjelRmBSO,acoustic,Candy,Paolo Nutini,0.373,0.612,298693,0.601,0.0,7,0.156,-7.809,1,0.0421,125.164,4,0.368,0.361201
6vrUTGn5p8IrfTZ0J6sIVM,acoustic,Iris,The Goo Goo Dolls,0.00133,0.291,289907,0.79,5.61e-06,11,0.0811,-5.683,0,0.0363,155.667,3,0.513,0.6241000000000001
0HZhYMZOcUzZKSFwPOti6m,acoustic,Jar of Hearts,Christina Perri,0.726,0.349,246587,0.348,0.0,3,0.12,-6.142,1,0.0316,74.541,4,0.0886,0.12110399999999999
1KzxgnTo2nKbuiTlJPKCjc,acoustic,Whisper the Answer,Gregory and the Hawk,0.964,0.592,214187,0.372,0.15,0,0.0974,-12.04,1,0.043,180.068,3,0.249,0.138384
1SZ63wN0pk18Dr4Epyhcsf,acoustic,Tainted Love,Hannah Peel,0.946,0.676,153267,0.192,7.05e-06,5,0.343,-12.877,1,0.0481,120.861,4,0.437,0.036864
71Qc66ucEtfXYUj6U2it9l,acoustic,Don't Stop Believin',Boyce Avenue,0.77,0.424,256160,0.234,0.0,7,0.0744,-9.731,1,0.0299,113.872,4,0.302,0.054756000000000006
6wN5nWLgjEGmPwozDh2jwM,acoustic,Kiss Me,Jason Walker,0.965,0.429,232947,0.184,0.0,11,0.105,-9.06,1,0.0296,77.567,4,0.33,0.033856
0ygAYQQy7bfDN6gH640bbl,acoustic,Wake Me Up,Ed Sheeran,0.902,0.616,229613,0.209,0.0,9,0.139,-13.43,1,0.406,86.891,1,0.336,0.043681
6wXy0MosS6KGV8yowVradf,acoustic,Luka,Suzanne Vega,0.88,0.755,193400,0.229,0.0,6,0.11,-10.433,1,0.0397,124.675,4,0.722,0.052441
3QAE7ypzhNZzQxOjKCGHD9,acoustic,"Nutshell - Live at the Majestic Theatre, Brooklyn, NY - April 1996",Alice In Chains,0.328,0.36,297107,0.548,0.217,3,0.971,-12.938,0,0.0468,121.801,3,0.244,0.30030400000000007
2Gy3tEwecEcO45QDNtiAti,acoustic,Where The Streets Have No Name - Unplugged,Thirty Seconds To Mars,0.0213,0.314,269667,0.708,0.000109,0,0.657,-6.357,1,0.0464,126.198,3,0.0526,0.5012639999999999
5JDcQAztvZTIkrWoZihgvC,acoustic,A Drop In The Ocean,Ron Pope,0.785,0.447,220239,0.393,0.0,5,0.28,-8.65,1,0.038,73.139,3,0.564,0.154449
5SdG78xwNRsjXmFGhm9Z8D,acoustic,Om du letar efter nån,Melissa Horn,0.81,0.556,245000,0.284,9.54e-05,10,0.187,-15.177,1,0.0302,130.009,4,0.658,0.08065599999999999
5MYfpFJYm8WNFGssR6H2Oz,acoustic,No One's Gonna Love You - Live from Spotify Sweden,Band of Horses,0.929,0.547,239080,0.188,1.2e-06,1,0.714,-10.676,1,0.036,135.657,4,0.192,0.035344
0MTHQlWgo6iCNjXgM5Z9fr,acoustic,I Gave You All,Mumford & Sons,0.468,0.379,259133,0.296,0.00166,2,0.11,-12.949,0,0.0357,115.777,4,0.0557,0.08761599999999999
2hKdd3qO7cWr2Jo0Bcs0MA,acoustic,Drops of Jupiter (Tell Me),Train,0.153,0.481,259933,0.638,0.0,0,0.154,-5.862,1,0.0276,79.064,4,0.497,0.407044
3k9qjgu8zVKTEuJVJIYyc0,acoustic,Just Breathe,Pearl Jam,0.714,0.453,215853,0.349,7.94e-05,0,0.0835,-11.077,1,0.0289,107.791,4,0.302,0.12180099999999998
24rFwAcC6eqPvyMuPynVGH,acoustic,Home / Dirty Paws,Gardiner Sisters,0.85,0.663,173509,0.208,0.0,2,0.114,-10.89,1,0.0313,115.028,4,0.232,0.043264
5KL4iZkCTZyXl7KnHgfVDj,acoustic,"You Need Me, I Don't Need You",Ed Sheeran,0.162,0.749,220413,0.837,0.0,7,0.525,-8.837,1,0.0512,103.483,4,0.927,0.700569
4jFSBOiJwJ9OmtB7SxHeWv,acoustic,Climax (feat. Ebony Day),ortoPilot,0.703,0.584,216165,0.351,0.0,2,0.157,-4.732,1,0.0426,145.006,4,0.457,0.12320099999999999
1c7UYTut2SBOPq64o2t0uN,acoustic,Why Georgia,John Mayer,0.0208,0.608,268973,0.639,5.94e-05,7,0.0893,-7.205,1,0.0246,96.915,4,0.369,0.408321
3OGcceoTcTwRQjJmh1K5jF,acoustic,"I'm Yours - Live at the Charter One Pavilion, Chicago, IL, 8/13/2009",Jason Mraz,0.246,0.41,312800,0.729,0.0,11,0.962,-4.464,1,0.0524,143.566,4,0.461,0.5314409999999999
2xDDetMrYexhj1gKK634iC,acoustic,Don't You Worry Child,Kurt Hugo Schneider,0.804,0.518,193920,0.386,0.0,2,0.633,-9.294,1,0.0321,124.968,4,0.287,0.14899600000000002
2QaaXYzEzLio3POCFCI19r,acoustic,Machines,Biffy Clyro,0.606,0.644,236080,0.337,0.0169,7,0.301,-10.906,1,0.0295,108.041,4,0.31,0.11356900000000002
3zx0r0wtqxj6tlFL5PEWlq,acoustic,Unwritten (feat. Diamond White),Boyce Avenue,0.662,0.415,231647,0.336,0.0,8,0.107,-6.26,1,0.0406,195.083,4,0.284,0.11289600000000001
451GvHwY99NKV4zdKPRWmv,acoustic,Banana Pancakes,Jack Johnson,0.607,0.816,191907,0.375,8.66e-06,7,0.0933,-8.053,1,0.0996,114.303,4,0.615,0.140625
2APaWLyP3drx0CIodMhKHd,acoustic,Hey Ya!,The Blanks,0.93,0.607,267405,0.262,0.0,1,0.172,-11.131,0,0.0378,155.948,4,0.293,0.06864400000000001
1w3ybWVQiP47fu00GRlFHb,acoustic,Old Pine - Spotify - Rockfeedback Session,Ben Howard,0.757,0.416,337480,0.334,0.00452,5,0.682,-10.241,1,0.0317,145.929,4,0.3,0.11155600000000002
5mb6SzBnxv1ywFSH9V3uxd,acoustic,Delicate,Damien Rice,0.684,0.34,312067,0.144,0.00112,5,0.101,-14.502,1,0.0419,81.179,4,0.147,0.020735999999999997
2ZaYFNn1YQuLSVdHhanr4Q,acoustic,Only You,Joshua Radin,0.362,0.545,149013,0.255,1.77e-05,8,0.0841,-14.844,1,0.0311,98.088,4,0.831,0.065025
6Pw4WKCH1bfULx3vrxYMwe,acoustic,Moves Like Jagger,Tyler Ward,0.161,0.829,232246,0.659,0.0,8,0.0769,-6.958,0,0.0639,110.024,4,0.962,0.43428100000000003
5kO4wyANOoJGN82HGrxbrW,acoustic,Young Folks,ortoPilot,0.892,0.705,264196,0.399,0.00146,5,0.109,-7.157,0,0.032,140.017,4,0.411,0.159201
1uXHWnZ85lhAf19DRzU3Oz,acoustic,Walking Aimlessly,Anna Ternheim,0.78,0.541,231480,0.302,0.0262,6,0.114,-12.793,0,0.0282,101.016,4,0.344,0.091204
1u3PLSZ2YkkUBuapHKz29w,acoustic,Best Thing I Never Had (made famous by Beyoncé),Megan & Liz,0.849,0.601,183179,0.11,0.0,6,0.25,-13.245,1,0.0618,142.68,3,0.382,0.0121
2Xt2ir0hgXtcfFlAx4rdu9,acoustic,Scene One - James Dean & Audrey Hepburn,Sleeping With Sirens,0.182,0.58,256053,0.579,0.0,11,0.25,-6.219,0,0.0346,77.474,4,0.569,0.33524099999999996
1ZXSLHLp5AJnCp12UXdYiO,acoustic,Sex On Fire,Alex Cornell,0.844,0.476,185500,0.408,0.111,7,0.125,-11.216,1,0.0305,90.055,4,0.0568,0.16646399999999997
2RTAaSdjuoaJflDn3YKlls,acoustic,For Emma,Bon Iver,0.519,0.667,220720,0.62,0.196,0,0.121,-11.148,1,0.0353,110.657,4,0.577,0.3844
29U5oQA6is4paPj5m31x4n,acoustic,Maria,Justin Bieber,0.00896,0.824,248293,0.691,1.55e-05,6,0.251,-6.81,0,0.0652,110.996,4,0.253,0.47748099999999993
2bbhyUWJ5VjdfI3P4PRLu2,acoustic,Samson,Regina Spektor,0.862,0.49,189507,0.193,9.74e-06,11,0.113,-9.544,1,0.0421,89.154,4,0.184,0.037249000000000004
7GILkDXz9y9x5KPHBKdrHA,acoustic,Spring för livet,Sara Varga,0.293,0.786,182280,0.572,0.0,0,0.0858,-6.77,1,0.059,119.943,4,0.598,0.3271839999999999
4yzgjSHWy5E8fKflgwaKQh,acoustic,Come As You Are,Nirvana,0.532,0.684,253893,0.79,0.00183,5,0.0846,-8.714,0,0.0416,119.196,4,0.581,0.6241000000000001
4I1BlAeZK4UBSCKoaz8vQS,acoustic,If I Had a Boat,James Vincent McMorrow,0.805,0.46,247405,0.295,0.0169,7,0.111,-10.617,1,0.0355,107.939,4,0.179,0.08702499999999999
7vcuTZAFyu0Z5dgMRLR0h0,acoustic,Such Great Heights,Iron & Wine,0.808,0.61,251280,0.275,0.913,6,0.403,-10.644,1,0.028,94.088,4,0.552,0.07562500000000001
5xZV3jkOFbKLH7ywEqGORA,acoustic,Gone,The Show Ponies,0.754,0.725,158827,0.666,1.05e-06,2,0.15,-5.514,1,0.0774,120.139,4,0.582,0.44355600000000006
7r2eD36gY52DRiVECunCmN,acoustic,Romeo And Juliet,Mark Knopfler,0.497,0.605,360000,0.455,0.00533,5,0.141,-10.571,1,0.0284,87.469,4,0.422,0.20702500000000001
0KpfYajJVVGgQ32Dby7e9i,acoustic,"Hey, Soul Sister",Train,0.217,0.675,216667,0.885,0.0,1,0.086,-4.432,0,0.0436,97.03,4,0.768,0.7832250000000001
2jdAk8ATWIL3dwT47XpRfu,acoustic,Slow Dancing in a Burning Room,John Mayer,0.575,0.667,242000,0.361,0.00506,1,0.0805,-8.69,0,0.0273,134.018,5,0.29,0.130321
4oa14QBfWRDfJy2agySy0L,acoustic,Gravity,Sara Bareilles,0.834,0.27,232760,0.275,0.0,0,0.146,-10.357,1,0.0356,168.964,4,0.231,0.07562500000000001
0GNI8K3VATWBABQFAzBAYe,acoustic,Stay,Rihanna,0.945,0.621,240707,0.31,6.12e-05,9,0.117,-10.164,0,0.0283,111.893,4,0.125,0.0961
0wU0Ocoi0K4dln92uqwPPH,acoustic,Starships - BBC Live Version,Conor Maynard,0.877,0.505,202680,0.251,0.0163,9,0.299,-13.679,1,0.0367,110.811,4,0.378,0.063001
3bKVklavvdDpGUMsoVlTQU,acoustic,Your Song - BBC Session,Elton John,0.649,0.685,239240,0.409,0.00303,3,0.11,-11.418,1,0.0371,128.045,4,0.201,0.16728099999999999
5Wc0VR8dmTHDMhGiyXH1GO,acoustic,First Dance,Justin Bieber,0.0137,0.646,222333,0.52,0.0,11,0.275,-7.289,1,0.0412,68.517,4,0.328,0.27040000000000003
75HUxEyYVoVnO4ZfAU9dfp,acoustic,Shelter,Birdy,0.983,0.418,224867,0.196,0.000151,6,0.108,-10.435,1,0.0317,79.462,4,0.261,0.038416000000000006
5LkAwO0AkY6Z3M4bCadu4r,acoustic,Freak On A Leash - Feat. Amy Lee,Korn,0.238,0.441,235800,0.776,4.25e-06,2,0.923,-5.787,1,0.197,109.672,4,0.169,0.602176
5ZzaWzLT7KjRUhtMra8uJm,acoustic,Cradlesong,Soap&Skin,0.935,0.43,130693,0.16,0.011,11,0.319,-12.009,1,0.0326,82.864,4,0.218,0.0256
2f3pT7xCMaNUL3jWNZDSto,acoustic,Pennyroyal Tea,Nirvana,0.322,0.505,220543,0.457,1.02e-06,1,0.11,-8.036,0,0.0327,113.185,4,0.0393,0.208849
4FEhKKkQg4CFV8J5ExNPUJ,acoustic,Into the Ocean,Andy McKee,0.916,0.464,235933,0.34,0.904,7,0.102,-16.245,1,0.0365,82.643,4,0.289,0.11560000000000002
6l9HDwqU46DHCuNyvbmFdP,acoustic,New Soul,David Donatien,0.748,0.582,225106,0.371,9.19e-05,0,0.122,-8.519,1,0.0525,200.085,4,0.604,0.13764099999999999
25J4d78ESH2MgAJoIakB8O,acoustic,Lost In The Light,Bahamas,0.793,0.597,236720,0.267,0.0014,2,0.111,-8.796,1,0.0309,75.535,4,0.246,0.071289
5VFzIzR8nACf9Bad4O73f6,acoustic,Hurt,Johnny Cash,0.827,0.514,218587,0.292,0.00223,9,0.0926,-11.768,0,0.0291,90.459,4,0.157,0.08526399999999999
6Vc5wAMmXdKIAM7WUoEb7N,acoustic,Say Something,A Great Big World,0.857,0.407,229400,0.147,2.89e-06,2,0.0913,-8.822,1,0.0355,141.284,3,0.0765,0.021608999999999996
0Ff2HEyq4Ja4Acb0n180DP,acoustic,Be Alright,Justin Bieber,0.625,0.773,189653,0.357,0.0,8,0.236,-8.931,1,0.0347,106.938,4,0.753,0.12744899999999998
0JhKJg5ejeQ8jq89UQtnw8,afrobeat,Levels - Radio Edit,Avicii,0.0585,0.62,199904,0.881,0.714,1,0.311,-5.851,0,0.0372,126.035,4,0.415,0.776161
0zwL0IxW2DWeXtfN8PmlzV,afrobeat,Imidiwan Win Sahara,Tinariwen,0.729,0.734,223613,0.68,0.00714,1,0.109,-7.094,0,0.0386,94.62,4,0.826,0.4624000000000001
6c2msV3o5jfcMiFHe0XWgu,afrobeat,Djelika,Toumani Diabaté,0.834,0.672,432933,0.48,0.848,0,0.0664,-12.51,1,0.0493,118.55,4,0.481,0.2304
5oLqSZBY83KCxmkqXhtmsB,afrobeat,Funky Horn,Fela Kuti,0.00867,0.508,284187,0.777,0.814,5,0.317,-6.873,1,0.112,121.334,4,0.468,0.6037290000000001
2nOA0eWaCLdMuRQ0UVitoJ,afrobeat,Be Mankan,Ali Farka Touré,0.9,0.583,306960,0.206,0.38,4,0.123,-12.297,1,0.0416,123.362,3,0.483,0.042435999999999995
5wIU4rRNllpmY4yO77x3KP,afrobeat,Saye Mogo Bana,Issa Bagayogo,0.15,0.758,315333,0.666,0.014,5,0.0737,-9.636,0,0.0872,95.002,4,0.792,0.44355600000000006
6m9geVsbI6BsPZ6CESmK3c,afrobeat,Décalé Gwada,Jessy Matador,0.138,0.844,175200,0.943,0.0,1,0.155,-2.514,1,0.127,125.15,4,0.927,0.889249
7tCPzFrFqPCUSGoroZR0VE,afrobeat,Combattants,Amadou & Mariam,0.264,0.735,269400,0.669,0.00124,9,0.235,-6.081,1,0.0296,109.629,4,0.785,0.44756100000000004
2wEKd4l4zJDfDFIxqDqex7,afrobeat,Ali's Here,Ali Farka Touré,0.131,0.472,197880,0.884,0.584,1,0.0897,-7.667,0,0.0411,114.002,4,0.777,0.781456
241eHBRXE25rfDNgA0N2IX,afrobeat,Wozani Mahipi,Various Artists,0.562,0.782,140851,0.743,0.0,10,0.103,-8.336,0,0.217,105.87,4,0.85,0.552049
161fk9qHtXsdHPzIGLFHWo,afrobeat,Yabis,Various Artists,0.414,0.778,418320,0.629,0.324,0,0.268,-10.503,1,0.0461,101.647,4,0.639,0.395641
5rr7qvhwIAaBvl9v7GD0Dh,afrobeat,Tenere Dafeo Nikchan,Tinariwen,0.985,0.479,291120,0.27,0.00371,7,0.133,-12.955,1,0.0463,90.815,4,0.348,0.0729
77NxWmxauHL0k1Lo5TOliE,afrobeat,Kanou,Ballaké Sissoko,0.767,0.571,310453,0.499,0.813,0,0.0668,-8.447,1,0.0325,135.181,4,0.726,0.249001
4ItY4KOgTTHcyOjzbGx4Ip,afrobeat,The Naughty Little Flea,Miriam Makeba,0.819,0.66,231667,0.228,0.0,0,0.219,-11.656,1,0.135,140.937,4,0.872,0.051984
07O7ypl5bdCKUop3MW7N9F,afrobeat,Diarabi,Boubacar Traoré,0.883,0.579,194053,0.455,0.644,4,0.311,-9.935,0,0.0282,108.915,4,0.531,0.20702500000000001
63h9LeZ3BaERQ2Sv8QCdx4,afrobeat,Banga,Ali Farka Touré,0.636,0.511,152827,0.306,0.843,11,0.0905,-22.718,1,0.0617,77.991,4,0.631,0.093636
0bTIb1hVHD656dTDcfPLQc,afrobeat,Jupa - Remix,Various Artists,0.262,0.842,274547,0.688,0.0,6,0.286,-11.271,0,0.227,114.003,4,0.962,0.47334399999999993
0Ae4wnZfFCidTH7qpXYfPz,afrobeat,Aldhechen Manin,Tinariwen,0.837,0.858,234253,0.38,0.026,4,0.103,-6.987,0,0.0638,75.042,4,0.819,0.1444
3mYsWA2ClF84ZLroBpreo1,afrobeat,Pot Belly,Freshlyground,0.763,0.552,251920,0.46,0.0,2,0.0939,-8.146,1,0.0347,72.911,4,0.311,0.2116
5KgU4lp0870zryRc3BEeDN,afrobeat,Roforofo Fight,Fela Kuti,0.0803,0.621,940853,0.9,0.00316,10,0.0587,-5.947,0,0.0507,123.831,4,0.751,0.81
2eepRxzqOynKv8WObUtfTa,afrobeat,Slow Down (feat. Wizkid),R2Bees,0.0921,0.513,259307,0.728,0.0,8,0.278,-2.985,0,0.407,137.625,5,0.673,0.529984
68uzjRbQBvQ5Te5wOJnbqK,afrobeat,Shakin' The Tree,Youssou N'Dour,0.117,0.638,339493,0.639,0.0752,8,0.0491,-11.475,1,0.0352,80.948,4,0.825,0.408321
1MK8L06o47PcRsmwnAxqDL,afrobeat,Bunieya Enu,P-Square,0.643,0.704,284160,0.811,1.02e-05,7,0.0901,-3.228,1,0.0392,130.99,4,0.872,0.6577210000000001
6mRemwiU9Glk3sO47B1qiN,afrobeat,Sabali - Vitalic Remix Radio Edit,Amadou & Mariam,0.0667,0.597,195307,0.856,0.389,7,0.135,-7.242,1,0.0616,126.026,4,0.522,0.7327359999999999
13ZxF2d4gzN0Qnhr8gRkWe,afrobeat,He Lives In You (Reprise),Various Artists,0.794,0.443,254013,0.344,0.00042,6,0.0895,-12.192,0,0.121,120.011,4,0.524,0.11833599999999998
2pfHT1jlF2OaRaKYNjRfqs,afrobeat,Aluguntugui,Various Artists,0.0361,0.899,238160,0.837,0.000981,6,0.248,-4.334,1,0.0761,132.006,4,0.78,0.700569
32Aw5BHq4KovKAMtUCpBpU,afrobeat,Dipita,Richard Bona,0.742,0.763,268427,0.432,0.000242,5,0.108,-14.523,1,0.0609,96.49,4,0.5,0.18662399999999998
4MPRMbOkrUEc4lRmXWHlfN,afrobeat,Lulla,Tinariwen,0.0315,0.417,227867,0.754,6.58e-05,2,0.111,-6.475,1,0.0588,127.688,4,0.763,0.568516
2Hoakj7ynnOYZQFX4FpYIz,afrobeat,Nightwalk,JuJu (Justin Adams & Juldeh Camara),0.0138,0.444,392533,0.877,0.000421,2,0.0507,-8.545,1,0.0891,127.033,4,0.665,0.769129
4bt3LdwzNDdqVCo39j01zR,afrobeat,Stephie,Koffi Olomide,0.688,0.649,348240,0.652,0.0011,0,0.0385,-12.807,1,0.0492,120.444,4,0.86,0.42510400000000004
7vzhCpNntdmzI3yop3UckE,afrobeat,Ai Du,Ali Farka Touré,0.306,0.57,429973,0.225,0.0586,5,0.0689,-17.168,0,0.029,151.78,3,0.408,0.050625
074FCBEJg8ZcSTCR2SBIbO,afrobeat,Shakara (Oloje),Fela Kuti,0.271,0.646,805733,0.713,0.048,1,0.226,-6.626,1,0.0414,120.004,4,0.599,0.508369
3N4gUEMXtxvDhPo5ifI5uX,afrobeat,Spirit of the Forest,Baka Beyond,0.41,0.658,333067,0.568,0.796,3,0.0645,-13.903,0,0.0536,102.676,4,0.968,0.32262399999999997
2gmpWgPvC5vap4D2YtHbEW,afrobeat,Tamiditin Tan Ufrawan,Tinariwen,0.775,0.654,183480,0.645,0.000188,2,0.105,-7.266,1,0.0398,76.644,4,0.563,0.41602500000000003
5VAZqFBgO2KNRw6KXA7xMj,afrobeat,Weeping,Vusi Mahlasela,0.262,0.587,339533,0.619,6.57e-06,9,0.0476,-7.907,1,0.032,79.975,4,0.512,0.383161
24xmFCREF5JiqKBhLHqgKL,afrobeat,King of Kings,Ladysmith Black Mambazo,0.928,0.395,247427,0.0522,0.0,4,0.123,-25.057,1,0.0666,86.508,4,0.392,0.0027248400000000005
1IKagUBLAAddwgaU7lfHeh,afrobeat,Beaux dimanches,Amadou & Mariam,0.146,0.743,181586,0.899,3.29e-05,6,0.0806,-4.411,0,0.0363,110.071,4,0.962,0.8082010000000001
1l8KiSFdBY7RST5xUGt3gN,afrobeat,Mama,Khadja Nin,0.0374,0.516,288493,0.704,0.115,5,0.273,-8.53,1,0.0327,79.007,4,0.636,0.49561599999999995
52sqUHimT5hjxbkE7DUfJQ,afrobeat,Makambo,Geoffrey Oryema,0.823,0.543,300307,0.136,0.494,5,0.112,-21.081,1,0.0326,95.404,4,0.276,0.018496000000000002
